State,District,Year,Name,Vote Share,Body,Party,Campaign Twitter,Personal Twitter,Official Twitter,_merge
Alabama,District 2,2012.0,Martha Roby,64,U.S. House,Republican,,,https://www.twitter.com/RepMarthaRoby,both
Alabama,District 3,2012.0,Mike Rogers,64,U.S. House,Republican,https://www.twitter.com/MikeRogersCamp,,https://www.twitter.com/RepMikeRogersAL,both
Alabama,District 5,2012.0,Mo Brooks,65,U.S. House,Republican,https://www.twitter.com/MoInTheHouse,,https://www.twitter.com/RepMoBrooks,both
Alabama,District 4,2012.0,Robert Aderholt,74,U.S. House,Republican,,,https://www.twitter.com/Robert_Aderholt,both
Alabama,District 7,2012.0,Terri Sewell,76,U.S. House,Democratic,https://www.twitter.com/Sewell4Congress,,https://www.twitter.com/RepTerriSewell,both
Alaska,At-Large District,2012.0,Don Young,68,U.S. House,Republican,https://www.twitter.com/DonYoungAK,,https://www.twitter.com/RepDonYoung,both
Arizona,District 1,2012.0,Ann Kirkpatrick,52,U.S. House,Democratic,https://www.twitter.com/Ann_Kirkpatrick,,https://www.twitter.com/RepKirkpatrick,both
Arizona,District 6,2012.0,David Schweikert,64,U.S. House,Republican,,https://www.twitter.com/DavidSchweikert,https://www.twitter.com/RepDavid,both
Arizona,District 9,2012.0,Kyrsten Sinema,52,U.S. House,Democratic,,,https://www.twitter.com/senatorsinema,both
Arizona,District 2,2012.0,Martha McSally,50,U.S. House,Republican,https://www.twitter.com/MarthaMcSally,,https://www.twitter.com/SenMcSallyAZ,both
Arizona,District 4,2012.0,Paul Gosar,69,U.S. House,Republican,,https://www.twitter.com/DrPaulGosar,https://www.twitter.com/REPGOSAR,both
Arizona,District 3,2012.0,Raul Grijalva,61,U.S. House,Democratic,,,https://www.twitter.com/repraulgrijalva,both
Arkansas,District 1,2012.0,Rick Crawford,59,U.S. House,Republican,https://www.twitter.com/Crawford4Cong,,https://www.twitter.com/RepRickCrawford,both
Arkansas,District 3,2012.0,Steve Womack,80,U.S. House,Republican,https://www.twitter.com/womack4congress,,https://www.twitter.com/rep_stevewomack,both
Arkansas,District 4,2012.0,Tom Cotton,61,U.S. House,Republican,https://www.twitter.com/TomCottonAR,,https://www.twitter.com/SenTomCotton,both
California,District 28,2012.0,Adam Schiff,76,U.S. House,Democratic,https://www.twitter.com/AdamSchiff,,https://www.twitter.com/RepAdamSchiff,both
California,District 47,2012.0,Alan Lowenthal,57,U.S. House,Democratic,https://www.twitter.com/alanlowenthal,,https://www.twitter.com/RepLowenthal,both
California,District 7,2012.0,Ami Bera,52,U.S. House,Democratic,https://www.twitter.com/BeraForCongress,,https://www.twitter.com/RepBera,both
California,District 18,2012.0,Anna Eshoo,70,U.S. House,Democratic,https://www.twitter.com/Eshoo4Congress,,https://www.twitter.com/RepAnnaEshoo,both
California,District 13,2012.0,Barbara Lee,87,U.S. House,Democratic,https://www.twitter.com/BLeeForCongress,,https://www.twitter.com/RepBarbaraLee,both
California,District 30,2012.0,Brad Sherman,60,U.S. House,Democratic,,,https://www.twitter.com/BradSherman,both
California,District 48,2012.0,Dana Rohrabacher,61,U.S. House,Republican,,https://www.twitter.com/danarohrabacher,,both
California,District 49,2012.0,Darrell Issa,58,U.S. House,Republican,https://www.twitter.com/TeamIssa,https://www.twitter.com/DarrellIssa,,both
California,District 22,2012.0,Devin Nunes,62,U.S. House,Republican,https://www.twitter.com/Team_Nunes,https://www.twitter.com/DevinNunes,https://www.twitter.com/RepDevinNunes,both
California,District 6,2012.0,Doris Matsui,75,U.S. House,Democratic,https://www.twitter.com/Matsui4Congress,,https://www.twitter.com/DorisMatsui,both
California,District 50,2012.0,Duncan Hunter,68,U.S. House,Republican,,,https://www.twitter.com/Rep_Hunter,both
California,District 15,2012.0,Eric Swalwell,52,U.S. House,Democratic,https://www.twitter.com/ericswalwell,,https://www.twitter.com/RepSwalwell,both
California,District 32,2012.0,Grace Napolitano,66,U.S. House,Democratic,,,https://www.twitter.com/gracenapolitano,both
California,District 14,2012.0,Jackie Speier,79,U.S. House,Democratic,https://www.twitter.com/JackieSpeier,,https://www.twitter.com/RepSpeier,both
California,District 2,2012.0,Jared Huffman,71,U.S. House,Democratic,https://www.twitter.com/JaredHuffman,,https://www.twitter.com/RepHuffman,both
California,District 10,2012.0,Jeff Denham,53,U.S. House,Republican,https://www.twitter.com/JeffDenham,,,both
California,District 9,2012.0,Jerry McNerney,56,U.S. House,Democratic,https://www.twitter.com/jerrymcnerney,,https://www.twitter.com/RepMcNerney,both
California,District 16,2012.0,Jim Costa,57,U.S. House,Democratic,,,https://www.twitter.com/RepJimCosta,both
California,District 12,2012.0,John Dennis,15,U.S. House,Republican,https://www.twitter.com/RealJohnDennis,,,both
California,District 3,2012.0,John Garamendi,54,U.S. House,Democratic,,,https://www.twitter.com/RepGaramendi,both
California,District 51,2012.0,Juan Vargas,72,U.S. House,Democratic,,,https://www.twitter.com/RepJuanVargas,both
California,District 27,2012.0,Judy Chu,64,U.S. House,Democratic,https://www.twitter.com/JudyChuCampaign,,https://www.twitter.com/RepJudyChu,both
California,District 26,2012.0,Julia Brownley,53,U.S. House,Democratic,https://www.twitter.com/JuliaBrownley,,https://www.twitter.com/RepBrownley,both
California,District 37,2012.0,Karen Bass,86,U.S. House,Democratic,https://www.twitter.com/KarenBassTweets,,https://www.twitter.com/RepKarenBass,both
California,District 42,2012.0,Ken Calvert,61,U.S. House,Republican,https://www.twitter.com/TeamCalvert,,https://www.twitter.com/KenCalvert,both
California,District 23,2012.0,Kevin McCarthy,73,U.S. House,Republican,https://www.twitter.com/kevinomccarthy,,https://www.twitter.com/GOPLeader,both
California,District 40,2012.0,Lucille Roybal-Allard,59,U.S. House,Democratic,,,https://www.twitter.com/RepRoybalAllard,both
California,District 41,2012.0,Mark Takano,59,U.S. House,Democratic,https://www.twitter.com/MarkTakano,,https://www.twitter.com/RepMarkTakano,both
California,District 43,2012.0,Maxine Waters,71,U.S. House,Democratic,,,https://www.twitter.com/RepMaxineWaters,both
California,District 5,2012.0,Mike Thompson,74,U.S. House,Democratic,https://www.twitter.com/Mike_CA05,,https://www.twitter.com/RepThompson,both
California,District 12,2012.0,Nancy Pelosi,85,U.S. House,Democratic,https://www.twitter.com/TeamPelosi,,https://www.twitter.com/SpeakerPelosi,both
California,District 8,2012.0,Paul Cook,57,U.S. House,Republican,https://www.twitter.com/joinpaulcook,,https://www.twitter.com/RepPaulCook,both
California,District 36,2012.0,Raul Ruiz,53,U.S. House,Democratic,https://www.twitter.com/Dr_RaulRuiz,,https://www.twitter.com/RepRaulRuizMD,both
California,District 48,2012.0,Ron Varasteh,39,U.S. House,Democratic,,https://www.twitter.com/Ron4US,,both
California,District 52,2012.0,Scott Peters,51,U.S. House,Democratic,https://www.twitter.com/ScottPetersCA52,https://www.twitter.com/ScottPetersSD,https://www.twitter.com/RepScottPeters,both
California,District 4,2012.0,Tom McClintock,61,U.S. House,Republican,https://www.twitter.com/tommcclintock,,https://www.twitter.com/RepMcClintock,both
California,District 11,2012.0,Virginia Fuller,30,U.S. House,Republican,,https://www.twitter.com/Florida_CD5,,both
California,District 19,2012.0,Zoe Lofgren,73,U.S. House,Democratic,https://www.twitter.com/ZoeLofgren,,https://www.twitter.com/RepZoeLofgren,both
Colorado,District 4,2012.0,Cory Gardner,61,U.S. House,Republican,https://www.twitter.com/CoryGardner,,https://www.twitter.com/SenCoryGardner,both
Colorado,District 1,2012.0,Diana DeGette,71,U.S. House,Democratic,https://www.twitter.com/DeGette5280,,https://www.twitter.com/RepDianaDeGette,both
Colorado,District 5,2012.0,Doug Lamborn,79,U.S. House,Republican,,,https://www.twitter.com/RepDLamborn,both
Colorado,District 7,2012.0,Ed Perlmutter,56,U.S. House,Democratic,https://www.twitter.com/Ed4Colorado,,https://www.twitter.com/repperlmutter,both
Colorado,District 2,2012.0,Jared Polis,59,U.S. House,Democratic,https://www.twitter.com/polisforco,,,both
Colorado,District 6,2012.0,Mike Coffman,51,U.S. House,Republican,,https://www.twitter.com/coffmanforco,,both
Colorado,District 3,2012.0,Scott Tipton,56,U.S. House,Republican,https://www.twitter.com/scottrtipton,,https://www.twitter.com/RepTipton,both
Connecticut,District 5,2012.0,Elizabeth Esty,51,U.S. House,Democratic,,https://www.twitter.com/Elizabeth_Esty,,both
Connecticut,District 4,2012.0,Jim Himes,60,U.S. House,Democratic,https://www.twitter.com/jahimes,,,both
Connecticut,District 2,2012.0,Joe Courtney,69,U.S. House,Democratic,https://www.twitter.com/joecourtneyct,,https://www.twitter.com/repjoecourtney,both
Connecticut,District 4,2012.0,Steve Obsitnik,40,U.S. House,Republican,,https://www.twitter.com/SteveObsitnik,,both
Florida,District 9,2012.0,Alan Grayson,62,U.S. House,Democratic,,https://www.twitter.com/AlanGrayson,,both
Florida,Senate,2012.0,Bill Nelson,56,U.S. Senate,Democratic,,https://www.twitter.com/NelsonForSenate,,both
Florida,District 8,2012.0,Bill Posey,61,U.S. House,Republican,,,https://www.twitter.com/CongBillPosey,both
Florida,District 10,2012.0,Daniel Webster,52,U.S. House,Republican,,,https://www.twitter.com/RepWebster,both
Florida,District 23,2012.0,Debbie Wasserman Schultz,64,U.S. House,Democratic,,,https://www.twitter.com/RepDWStweets,both
Florida,District 12,2012.0,Gus Bilirakis,65,U.S. House,Republican,,,https://www.twitter.com/repgusbilirakis,both
Florida,District 14,2012.0,Kathy Castor,70,U.S. House,Democratic,,,https://www.twitter.com/USRepKCastor,both
Florida,District 22,2012.0,Lois Frankel,55,U.S. House,Democratic,https://www.twitter.com/LoisFrankel,,https://www.twitter.com/RepLoisFrankel,both
Florida,District 25,2012.0,Mario Diaz-Balart,84,U.S. House,Republican,https://www.twitter.com/MarioDBCamp,,https://www.twitter.com/MarioDB,both
Florida,District 10,2012.0,Val Demings,48,U.S. House,Democratic,,,https://www.twitter.com/RepValDemings,both
Florida,District 16,2012.0,Vern Buchanan,54,U.S. House,Republican,,,https://www.twitter.com/vernbuchanan,both
Georgia,District 8,2012.0,Austin Scott,100,U.S. House,Republican,https://www.twitter.com/ScottForGA,,https://www.twitter.com/AustinScottGA08,both
Georgia,District 13,2012.0,David Scott,72,U.S. House,Democratic,https://www.twitter.com/Electdavidscott,,https://www.twitter.com/repdavidscott,both
Georgia,District 9,2012.0,Doug Collins,76,U.S. House,Republican,https://www.twitter.com/CollinsForGA,,,both
Georgia,District 5,2012.0,John Lewis,84,U.S. House,Democratic,,,https://www.twitter.com/repjohnlewis,both
Georgia,District 10,2012.0,Paul Broun,100,U.S. House,Republican,https://www.twitter.com/PaulBrounforGA,,,both
Hawaii,Senate,2012.0,Mazie Hirono,62,U.S. Senate,Democratic,,,https://www.twitter.com/maziehirono,both
Hawaii,District 2,2012.0,Tulsi Gabbard,79,U.S. House,Democratic,https://www.twitter.com/tulsigabbard,,https://www.twitter.com/tulsipress,both
Illinois,District 16,2012.0,Adam Kinzinger,62,U.S. House,Republican,https://www.twitter.com/AdamKinzinger,,https://www.twitter.com/repkinzinger,both
Illinois,District 11,2012.0,Bill Foster,59,U.S. House,Democratic,https://www.twitter.com/Foster4Congress,,https://www.twitter.com/RepBillFoster,both
Illinois,District 1,2012.0,Bobby Rush,74,U.S. House,Democratic,https://www.twitter.com/bobbyrushfor1st,,https://www.twitter.com/repbobbyrush,both
Illinois,District 17,2012.0,Bobby Schilling,47,U.S. House,Republican,https://www.twitter.com/BobbySchilling,,,both
Illinois,District 10,2012.0,Brad Schneider,51,U.S. House,Democratic,https://www.twitter.com/Schneider4IL10,,https://www.twitter.com/repschneider,both
Illinois,District 17,2012.0,Cheri Bustos,53,U.S. House,Democratic,https://www.twitter.com/cheribustos,,https://www.twitter.com/RepCheri,both
Illinois,District 3,2012.0,Daniel Lipinski,68,U.S. House,Democratic,https://www.twitter.com/DanLipinski,,https://www.twitter.com/RepLipinski,both
Illinois,District 7,2012.0,Danny K. Davis,87,U.S. House,Democratic,https://www.twitter.com/DannyKDavis7th,,https://www.twitter.com/RepDannyDavis,both
Illinois,District 9,2012.0,Jan Schakowsky,66,U.S. House,Democratic,https://www.twitter.com/janschakowsky,,https://www.twitter.com/RepSchakowsky,both
Illinois,District 8,2012.0,Joe Walsh,45,U.S. House,Republican,https://www.twitter.com/WalshFreedom,,,both
Illinois,District 5,2012.0,Mike Quigley,69,U.S. House,Democratic,https://www.twitter.com/QuigleyCampaign,,https://www.twitter.com/RepMikeQuigley,both
Illinois,District 6,2012.0,Peter Roskam,59,U.S. House,Republican,,https://www.twitter.com/PeterRoskam,,both
Illinois,District 14,2012.0,Randy Hultgren,59,U.S. House,Republican,,https://www.twitter.com/RandyHultgren,,both
Illinois,District 13,2012.0,Rodney Davis,50,U.S. House,Republican,https://www.twitter.com/electrodney,,https://www.twitter.com/RodneyDavis,both
Illinois,District 8,2012.0,Tammy Duckworth,55,U.S. House,Democratic,,,https://www.twitter.com/SenDuckworth,both
Indiana,District 7,2012.0,André Carson,63,U.S. House,Democratic,https://www.twitter.com/andre4congress,,https://www.twitter.com/repandrecarson,both
Indiana,District 2,2012.0,Jackie Walorski,51,U.S. House,Republican,https://www.twitter.com/jackiewalorski,,https://www.twitter.com/RepWalorski,both
Indiana,District 8,2012.0,Larry Bucshon,55,U.S. House,Republican,https://www.twitter.com/DrLarryBucshon,,https://www.twitter.com/RepLarryBucshon,both
Indiana,District 6,2012.0,Luke Messer,62,U.S. House,Republican,,https://www.twitter.com/LukeMesserIN,,both
Indiana,District 9,2012.0,Shelli Yoder,45,U.S. House,Democratic,https://www.twitter.com/shelliyoder,,,both
Indiana,District 9,2012.0,Todd Young,55,U.S. House,Republican,,,https://www.twitter.com/sentoddyoung,both
Iowa,District 4,2012.0,Steve King,54,U.S. House,Republican,,,https://www.twitter.com/SteveKingIA,both
Kansas,District 3,2012.0,Kevin Yoder,68,U.S. House,Republican,,https://www.twitter.com/KevinYoder,,both
Kentucky,District 6,2012.0,Andy Barr,52,U.S. House,Republican,https://www.twitter.com/barrforcongress,,https://www.twitter.com/RepAndyBarr,both
Kentucky,District 2,2012.0,Brett Guthrie,66,U.S. House,Republican,https://www.twitter.com/brettguthrie,,https://www.twitter.com/RepGuthrie,both
Kentucky,District 5,2012.0,Hal Rogers,78,U.S. House,Republican,,,https://www.twitter.com/RepHalRogers,both
Kentucky,District 3,2012.0,John Yarmuth,65,U.S. House,Democratic,,,https://www.twitter.com/RepJohnYarmuth,both
Kentucky,District 5,2012.0,Kenneth Stepp,22,U.S. House,Democratic,https://www.twitter.com/ppetsnek,,,both
Kentucky,District 4,2012.0,Thomas Massie,64,U.S. House,Republican,https://www.twitter.com/massieforky,,https://www.twitter.com/RepThomasMassie,both
Louisiana,District 6,2012.0,Bill Cassidy,84,U.S. House,Republican,https://www.twitter.com/billcassidy,,https://www.twitter.com/SenBillCassidy,both
Louisiana,District 2,2012.0,Cedric Richmond,65,U.S. House,Democratic,,,https://www.twitter.com/RepRichmond,both
Louisiana,District 1,2012.0,Steve Scalise,73,U.S. House,Republican,,,https://www.twitter.com/SteveScalise,both
Maine,District 1,2012.0,Chellie Pingree,64,U.S. House,Democratic,,,https://www.twitter.com/chelliepingree,both
Maryland,District 1,2012.0,Andrew Harris,68,U.S. House,Republican,https://www.twitter.com/Harris4Congress,,https://www.twitter.com/RepAndyHarrisMD,both
Maryland,Senate,2012.0,Ben Cardin,65,U.S. Senate,Democratic,,,https://www.twitter.com/SenatorCardin,both
Maryland,District 8,2012.0,Chris Van Hollen,65,U.S. House,Democratic,,,https://www.twitter.com/ChrisVanHollen,both
Maryland,District 2,2012.0,Dutch Ruppersberger,67,U.S. House,Democratic,https://www.twitter.com/GoDutchForMD,,https://www.twitter.com/Call_Me_Dutch,both
Maryland,District 7,2012.0,Elijah Cummings,78,U.S. House,Democratic,,https://www.twitter.com/reelectcummings,,both
Maryland,District 6,2012.0,John Delaney,60,U.S. House,Democratic,https://www.twitter.com/johndelaney,,,both
Maryland,District 3,2012.0,John Sarbanes,69,U.S. House,Democratic,https://www.twitter.com/JohnSarbanes,,https://www.twitter.com/RepSarbanes,both
Maryland,District 5,2012.0,Steny Hoyer,71,U.S. House,Democratic,https://www.twitter.com/StenyHoyer,,https://www.twitter.com/LeaderHoyer,both
Massachusetts,District 2,2012.0,Jim McGovern,87,U.S. House,Democratic,https://www.twitter.com/McGovernMA,,https://www.twitter.com/repmcgovern,both
Massachusetts,District 4,2012.0,Joseph Kennedy III,62,U.S. House,Democratic,https://www.twitter.com/joekennedy,,,both
Massachusetts,District 7,2012.0,Michael Capuano,80,U.S. House,Democratic,,https://www.twitter.com/mikecapuano,,both
Massachusetts,District 1,2012.0,Richard Neal,88,U.S. House,Democratic,https://www.twitter.com/NealForCongress,,https://www.twitter.com/RepRichardNeal,both
Massachusetts,District 8,2012.0,Stephen Lynch,74,U.S. House,Democratic,,,https://www.twitter.com/RepStephenLynch,both
Michigan,District 2,2012.0,Bill Huizenga,63,U.S. House,Republican,https://www.twitter.com/billhuizenga,,https://www.twitter.com/RepHuizenga,both
Michigan,District 5,2012.0,Dan Kildee,67,U.S. House,Democratic,https://www.twitter.com/dankildee,,https://www.twitter.com/RepDanKildee,both
Michigan,District 6,2012.0,Fred Upton,56,U.S. House,Republican,https://www.twitter.com/uptonforallofus,,https://www.twitter.com/RepFredUpton,both
Michigan,District 14,2012.0,Gary Peters,83,U.S. House,Democratic,https://www.twitter.com/GaryPeters,,https://www.twitter.com/SenGaryPeters,both
Michigan,District 11,2012.0,Kerry Bentivolio,53,U.S. House,Republican,https://www.twitter.com/KerryB4Congress,,,both
Michigan,District 7,2012.0,Tim Walberg,55,U.S. House,Republican,,,https://www.twitter.com/RepWalberg,both
Minnesota,Senate,2012.0,Amy Klobuchar,67,U.S. Senate,Democratic,https://www.twitter.com/amyklobuchar,,,both
Minnesota,District 4,2012.0,Betty McCollum,65,U.S. House,Democratic,,,https://www.twitter.com/BettyMcCollum04,both
Minnesota,District 3,2012.0,Erik Paulsen,58,U.S. House,Republican,,https://www.twitter.com/Erik_Paulsen,,both
Mississippi,District 2,2012.0,Bennie Thompson,68,U.S. House,Democratic,,,https://www.twitter.com/BennieGThompson,both
Mississippi,Senate,2012.0,Roger Wicker,58,U.S. Senate,Republican,https://www.twitter.com/RogerWicker,,,both
Mississippi,District 4,2012.0,Steven Palazzo,68,U.S. House,Republican,https://www.twitter.com/StevenPalazzo,,https://www.twitter.com/CongPalazzo,both
Missouri,District 2,2012.0,Ann Wagner,62,U.S. House,Republican,https://www.twitter.com/AnnLWagner,,https://www.twitter.com/RepAnnWagner,both
Missouri,District 7,2012.0,Billy Long,66,U.S. House,Republican,https://www.twitter.com/auctnr1,,https://www.twitter.com/USRepLong,both
Missouri,District 3,2012.0,Blaine Luetkemeyer,65,U.S. House,Republican,https://www.twitter.com/luetkemeyerb,,https://www.twitter.com/RepBlaine,both
Missouri,Senate,2012.0,Claire McCaskill,58,U.S. Senate,Democratic,,https://www.twitter.com/clairecmc,,both
Missouri,District 5,2012.0,Emanuel Cleaver,62,U.S. House,Democratic,,,https://www.twitter.com/repcleaver,both
Missouri,District 5,2012.0,Jacob Turk,38,U.S. House,Republican,,https://www.twitter.com/jacobturk,,both
Missouri,District 6,2012.0,Sam Graves,66,U.S. House,Republican,,,https://www.twitter.com/RepSamGraves,both
Missouri,District 4,2012.0,Vicky Hartzler,62,U.S. House,Republican,,,https://www.twitter.com/rephartzler,both
Missouri,District 1,2012.0,William Lacy Clay,80,U.S. House,Democratic,https://www.twitter.com/LacyClayMO1,,,both
Montana,At-Large District,2012.0,Steve Daines,55,U.S. House,Republican,https://www.twitter.com/DainesForMT,,https://www.twitter.com/SteveDaines,both
Nebraska,District 3,2012.0,Adrian Smith,74,U.S. House,Republican,,,https://www.twitter.com/RepAdrianSmith,both
Nebraska,District 1,2012.0,Jeff Fortenberry,68,U.S. House,Republican,,,https://www.twitter.com/JeffFortenberry,both
Nevada,District 1,2012.0,Chris Edwards,34,U.S. House,Republican,https://www.twitter.com/EdwardsAD19,,,both
Nevada,District 4,2012.0,Danny Tarkanian,46,U.S. House,Republican,,https://www.twitter.com/dannytarkanian,,both
Nevada,District 2,2012.0,Mark Amodei,61,U.S. House,Republican,https://www.twitter.com/amodeifornevada,,https://www.twitter.com/markamodeinv2,both
Nevada,District 4,2012.0,Steven Horsford,54,U.S. House,Democratic,https://www.twitter.com/StevenHorsford,,https://www.twitter.com/RepHorsford,both
New Jersey,District 8,2012.0,Albio Sires,80,U.S. House,Democratic,,,https://www.twitter.com/RepSires,both
New Jersey,District 9,2012.0,Bill Pascrell,74,U.S. House,Democratic,https://www.twitter.com/pascrellfornj,,https://www.twitter.com/BillPascrell,both
New Jersey,District 4,2012.0,Chris Smith,64,U.S. House,Republican,,,https://www.twitter.com/RepChrisSmith,both
New Jersey,District 10,2012.0,Donald Payne Jr.,88,U.S. House,Democratic,,,https://www.twitter.com/RepDonaldPayne,both
New Jersey,District 6,2012.0,Frank Pallone,64,U.S. House,Democratic,https://www.twitter.com/pallonefornj,,https://www.twitter.com/frankpallone,both
New Jersey,District 7,2012.0,Leonard Lance,59,U.S. House,Republican,,https://www.twitter.com/LeonardLanceNJ7,,both
New Mexico,District 1,2012.0,Janice Arnold-Jones,41,U.S. House,Republican,https://www.twitter.com/LadySunshineNM,https://www.twitter.com/LadySunshineNM,,both
New Mexico,Senate,2012.0,Martin Heinrich,53,U.S. Senate,Democratic,https://www.twitter.com/TeamHeinrich,,,both
New Mexico,District 2,2012.0,Steve Pearce,59,U.S. House,Republican,,https://www.twitter.com/pearce4nm,,both
New York,District 26,2012.0,Brian Higgins,73,U.S. House,Democratic,,,https://www.twitter.com/repbrianhiggins,both
New York,District 12,2012.0,Carolyn Maloney,77,U.S. House,Democratic,https://www.twitter.com/CarolynBMaloney,,https://www.twitter.com/RepMaloney,both
New York,District 27,2012.0,Chris Collins,51,U.S. House,Republican,,https://www.twitter.com/collinsny27,,both
New York,District 16,2012.0,Eliot Engel,73,U.S. House,Democratic,https://www.twitter.com/teamengel,,https://www.twitter.com/RepEliotEngel,both
New York,District 6,2012.0,Grace Meng,66,U.S. House,Democratic,https://www.twitter.com/grace4ny,,https://www.twitter.com/RepGraceMeng,both
New York,District 5,2012.0,Gregory Meeks,83,U.S. House,Democratic,,,https://www.twitter.com/repgregorymeeks,both
New York,District 8,2012.0,Hakeem Jeffries,85,U.S. House,Democratic,,,https://www.twitter.com/RepJeffries,both
New York,District 10,2012.0,Jerrold Nadler,77,U.S. House,Democratic,https://www.twitter.com/JerryNadler,,https://www.twitter.com/RepJerryNadler,both
New York,District 14,2012.0,Joseph Crowley,79,U.S. House,Democratic,https://www.twitter.com/joecrowleyny,https://www.twitter.com/JoeCrowleyNY,,both
New York,Senate,2012.0,Kirsten Gillibrand,71,U.S. Senate,Democratic,https://www.twitter.com/SenGillibrand,,,both
New York,District 25,2012.0,Louise Slaughter,57,U.S. House,Democratic,,https://www.twitter.com/VoteLouiseNY,,both
New York,District 7,2012.0,Nydia Velazquez,87,U.S. House,Democratic,,,https://www.twitter.com/NydiaVelazquez,both
New York,District 20,2012.0,Paul Tonko,67,U.S. House,Democratic,https://www.twitter.com/PaulTonko,,https://www.twitter.com/reppaultonko,both
New York,District 18,2012.0,Sean Maloney,52,U.S. House,Democratic,https://www.twitter.com/spmaloney,,https://www.twitter.com/repseanmaloney,both
New York,District 23,2012.0,Tom Reed,52,U.S. House,Republican,https://www.twitter.com/TomReedCongress,,https://www.twitter.com/RepTomReed,both
New York,District 9,2012.0,Yvette Clarke,84,U.S. House,Democratic,https://www.twitter.com/VoteYvette,,https://www.twitter.com/RepYvetteClarke,both
North Carolina,District 7,2012.0,David Rouzer,50,U.S. House,Republican,https://www.twitter.com/DavidRouzer,,https://www.twitter.com/RepDavidRouzer,both
North Carolina,District 1,2012.0,G.K. Butterfield,76,U.S. House,Democratic,,,https://www.twitter.com/GKButterfield,both
North Carolina,District 11,2012.0,Mark Meadows,57,U.S. House,Republican,https://www.twitter.com/TeamMeadows,https://www.twitter.com/MarkMeadows,https://www.twitter.com/RepMarkMeadows,both
North Carolina,District 10,2012.0,Patrick McHenry,57,U.S. House,Republican,https://www.twitter.com/McHenryCampaign,,https://www.twitter.com/PatrickMcHenry,both
North Carolina,District 2,2012.0,Renee Ellmers,57,U.S. House,Republican,https://www.twitter.com/RepReneeEllmers,,,both
North Carolina,District 8,2012.0,Richard Hudson,54,U.S. House,Republican,https://www.twitter.com/RichHudson,,https://www.twitter.com/RepRichHudson,both
North Carolina,District 9,2012.0,Robert Pittenger,53,U.S. House,Republican,,https://www.twitter.com/RobertPittenger,,both
North Carolina,District 5,2012.0,Virginia Foxx,58,U.S. House,Republican,https://www.twitter.com/foxxforcongress,,https://www.twitter.com/virginiafoxx,both
North Dakota,Senate,2012.0,Heidi Heitkamp,50,U.S. Senate,Democratic,https://www.twitter.com/HeidiHeitkamp,https://www.twitter.com/HeidiHeitkamp,,both
Ohio,District 16,2012.0,Betty Sutton,48,U.S. House,Democratic,,https://www.twitter.com/bettysutton,,both
Ohio,District 6,2012.0,Bill Johnson,53,U.S. House,Republican,https://www.twitter.com/JohnsonLeads,,https://www.twitter.com/RepBillJohnson,both
Ohio,District 7,2012.0,Bob Gibbs,56,U.S. House,Republican,https://www.twitter.com/Bob_Gibbs,,https://www.twitter.com/repbobgibbs,both
Ohio,District 2,2012.0,Brad Wenstrup,59,U.S. House,Republican,https://www.twitter.com/BradWenstrup,,https://www.twitter.com/RepBradWenstrup,both
Ohio,District 4,2012.0,Jim Jordan,61,U.S. House,Republican,,,https://www.twitter.com/Jim_Jordan,both
Ohio,District 3,2012.0,Joyce Beatty,71,U.S. House,Democratic,https://www.twitter.com/JoyceBeatty,,https://www.twitter.com/RepBeatty,both
Ohio,District 9,2012.0,Marcy Kaptur,75,U.S. House,Democratic,https://www.twitter.com/marcy_kaptur,,https://www.twitter.com/RepMarcyKaptur,both
Ohio,District 1,2012.0,Steve Chabot,60,U.S. House,Republican,https://www.twitter.com/SteveChabot,,https://www.twitter.com/repstevechabot,both
Ohio,District 15,2012.0,Steve Stivers,62,U.S. House,Republican,https://www.twitter.com/stevestivers,,https://www.twitter.com/RepSteveStivers,both
Ohio,District 13,2012.0,Tim Ryan,73,U.S. House,Democratic,https://www.twitter.com/timryan,,https://www.twitter.com/RepTimRyan,both
Oklahoma,District 2,2012.0,Markwayne Mullin,60,U.S. House,Republican,https://www.twitter.com/markwaynemullin,,https://www.twitter.com/RepMullin,both
Oklahoma,District 4,2012.0,Tom Cole,70,U.S. House,Republican,,,https://www.twitter.com/TomColeOK04,both
Oregon,District 4,2012.0,Art Robinson,40,U.S. House,Republican,https://www.twitter.com/artforcongress,,,both
Oregon,District 3,2012.0,Earl Blumenauer,77,U.S. House,Democratic,https://www.twitter.com/repblumenauer,,,both
Oregon,District 5,2012.0,Kurt Schrader,56,U.S. House,Democratic,https://www.twitter.com/VoteSchrader,,https://www.twitter.com/repschrader,both
Oregon,District 4,2012.0,Peter DeFazio,60,U.S. House,Democratic,https://www.twitter.com/defazio4oregon,,https://www.twitter.com/RepPeterDeFazio,both
Oregon,District 1,2012.0,Suzanne Bonamici,63,U.S. House,Democratic,,,https://www.twitter.com/repbonamici,both
Pennsylvania,District 5,2012.0,Glenn Thompson,63,U.S. House,Republican,https://www.twitter.com/GT_TeamGT,,https://www.twitter.com/CongressmanGT,both
Pennsylvania,District 12,2012.0,Keith Rothfus,52,U.S. House,Republican,,https://www.twitter.com/KeithRothfus,,both
Pennsylvania,District 11,2012.0,Lou Barletta,59,U.S. House,Republican,,https://www.twitter.com/loubarletta,,both
Pennsylvania,District 17,2012.0,Matt Cartwright,60,U.S. House,Democratic,https://www.twitter.com/cartwrightpa,,https://www.twitter.com/RepCartwright,both
